url,people,rate
https://leetcode.cn/problems/2-keys-keyboard,799,0.578
https://leetcode.cn/problems/4-keys-keyboard,109,0.606
https://leetcode.cn/problems/find-duplicate-subtrees,660,0.614
https://leetcode.cn/problems/maximum-binary-tree,1736,0.822
https://leetcode.cn/problems/print-binary-tree,515,0.698
https://leetcode.cn/problems/find-k-closest-elements,858,0.479
https://leetcode.cn/problems/split-array-into-consecutive-subsequences,409,0.551
https://leetcode.cn/problems/maximum-width-of-binary-tree,879,0.438
https://leetcode.cn/problems/equal-tree-partition,59,0.458
https://leetcode.cn/problems/non-decreasing-array,1246,0.278
https://leetcode.cn/problems/path-sum-iv,114,0.626
https://leetcode.cn/problems/beautiful-arrangement-ii,519,0.669
https://leetcode.cn/problems/trim-a-binary-search-tree,1016,0.672
https://leetcode.cn/problems/maximum-swap,1170,0.492
https://leetcode.cn/problems/bulb-switcher-ii,265,0.608
https://leetcode.cn/problems/number-of-longest-increasing-subsequence,694,0.449
https://leetcode.cn/problems/implement-magic-dictionary,479,0.653
https://leetcode.cn/problems/map-sum-pairs,717,0.655
https://leetcode.cn/problems/valid-parenthesis-string,694,0.393
https://leetcode.cn/problems/next-closest-time,97,0.498
https://leetcode.cn/problems/redundant-connection,988,0.676
https://leetcode.cn/problems/repeated-string-match,660,0.397
https://leetcode.cn/problems/longest-univalue-path,689,0.479
https://leetcode.cn/problems/knight-probability-in-chessboard,398,0.581
https://leetcode.cn/problems/employee-importance,680,0.66
https://leetcode.cn/problems/top-k-frequent-words,1107,0.561
https://leetcode.cn/problems/number-of-distinct-islands,191,0.58
https://leetcode.cn/problems/max-area-of-island,2642,0.681
https://leetcode.cn/problems/partition-to-k-equal-sum-subsets,1452,0.419
https://leetcode.cn/problems/insert-into-a-binary-search-tree,1461,0.704
https://leetcode.cn/problems/search-in-a-sorted-array-of-unknown-size,125,0.748
https://leetcode.cn/problems/design-linked-list,1577,0.345
https://leetcode.cn/problems/insert-into-a-sorted-circular-linked-list,117,0.383
https://leetcode.cn/problems/minimum-ascii-delete-sum-for-two-strings,373,0.7
https://leetcode.cn/problems/subarray-product-less-than-k,934,0.502
https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-with-transaction-fee,1424,0.762
https://leetcode.cn/problems/maximum-length-of-repeated-subarray,1130,0.568
https://leetcode.cn/problems/longest-word-in-dictionary,722,0.52
https://leetcode.cn/problems/accounts-merge,455,0.486
https://leetcode.cn/problems/remove-comments,242,0.424
https://leetcode.cn/problems/candy-crush,73,0.735
https://leetcode.cn/problems/split-linked-list-in-parts,766,0.607
https://leetcode.cn/problems/my-calendar-i,458,0.583
https://leetcode.cn/problems/my-calendar-ii,243,0.628
https://leetcode.cn/problems/asteroid-collision,914,0.425
https://leetcode.cn/problems/sentence-similarity-ii,114,0.489
https://leetcode.cn/problems/monotone-increasing-digits,1020,0.507
https://leetcode.cn/problems/daily-temperatures,2946,0.688
https://leetcode.cn/problems/delete-and-earn,1085,0.612
https://leetcode.cn/problems/closest-leaf-in-a-binary-tree,82,0.491
https://leetcode.cn/problems/network-delay-time,936,0.559
https://leetcode.cn/problems/number-of-corner-rectangles,62,0.733
https://leetcode.cn/problems/ip-to-cidr,40,0.482
https://leetcode.cn/problems/open-the-lock,1257,0.528
https://leetcode.cn/problems/reach-a-number,408,0.515
https://leetcode.cn/problems/pour-water,45,0.484
https://leetcode.cn/problems/pyramid-transition-matrix,109,0.507
https://leetcode.cn/problems/bold-words-in-string,87,0.485
https://leetcode.cn/problems/partition-labels,1763,0.768
https://leetcode.cn/problems/largest-plus-sign,350,0.543
https://leetcode.cn/problems/reorganize-string,636,0.487
https://leetcode.cn/problems/max-chunks-to-make-sorted,767,0.592
https://leetcode.cn/problems/global-and-local-inversions,426,0.495
https://leetcode.cn/problems/split-bst,57,0.604
https://leetcode.cn/problems/swap-adjacent-in-lr-string,307,0.385
https://leetcode.cn/problems/k-th-symbol-in-grammar,763,0.498
https://leetcode.cn/problems/rabbits-in-forest,815,0.585
https://leetcode.cn/problems/letter-case-permutation,1210,0.727
https://leetcode.cn/problems/is-graph-bipartite,1510,0.551
https://leetcode.cn/problems/k-th-smallest-prime-fraction,322,0.676
https://leetcode.cn/problems/cheapest-flights-within-k-stops,696,0.399
https://leetcode.cn/problems/rotated-digits,527,0.664
https://leetcode.cn/problems/escape-the-ghosts,336,0.686
https://leetcode.cn/problems/domino-and-tromino-tiling,311,0.538
https://leetcode.cn/problems/custom-sort-string,614,0.742
https://leetcode.cn/problems/number-of-matching-subsequences,457,0.509
https://leetcode.cn/problems/valid-tic-tac-toe-state,508,0.385
https://leetcode.cn/problems/number-of-subarrays-with-bounded-maximum,360,0.579
https://leetcode.cn/problems/all-paths-from-source-to-target,1944,0.788
https://leetcode.cn/problems/champagne-tower,315,0.533
https://leetcode.cn/problems/find-eventual-safe-states,486,0.592
https://leetcode.cn/problems/max-increase-to-keep-city-skyline,781,0.88
https://leetcode.cn/problems/soup-servings,172,0.585
https://leetcode.cn/problems/expressive-words,375,0.49
https://leetcode.cn/problems/subdomain-visit-count,571,0.768
https://leetcode.cn/problems/largest-sum-of-averages,274,0.619
https://leetcode.cn/problems/binary-tree-pruning,816,0.726
https://leetcode.cn/problems/ambiguous-coordinates,397,0.628
https://leetcode.cn/problems/linked-list-components,591,0.613
https://leetcode.cn/problems/short-encoding-of-words,753,0.523
https://leetcode.cn/problems/card-flipping-game,245,0.595
https://leetcode.cn/problems/binary-trees-with-factors,217,0.471
https://leetcode.cn/problems/friends-of-appropriate-ages,368,0.455
https://leetcode.cn/problems/most-profit-assigning-work,243,0.433
https://leetcode.cn/problems/masking-personal-information,282,0.54
https://leetcode.cn/problems/find-and-replace-in-string,341,0.513
https://leetcode.cn/problems/image-overlap,75,0.582
https://leetcode.cn/problems/new-21-game,277,0.397
